0.000000	0.000000
0.013847	0.022650
0.029075	0.032059
0.044564	0.039157
0.060199	0.044986
0.075934	0.049951
0.091743	0.054261
0.107610	0.058042
0.123524	0.061376
0.139476	0.064323
0.155461	0.066926
0.171472	0.069218
0.187505	0.071226
0.203558	0.072972
0.219626	0.074473
0.235706	0.075746
0.251797	0.076803
0.267896	0.077656
0.284002	0.078314
0.300111	0.078788
0.316224	0.079084
0.332337	0.079211
0.348451	0.079175
0.364563	0.078982
0.380673	0.078637
0.396779	0.078146
0.412780	0.077524
0.428752	0.076800
0.444721	0.075978
0.460688	0.075062
0.476651	0.074055
0.492610	0.072961
0.508565	0.071782
0.524516	0.070521
0.540463	0.069180
0.556404	0.067763
0.572341	0.066270
0.588273	0.064704
0.604199	0.063067
0.620119	0.061360
0.636034	0.059585
0.651943	0.057743
0.667846	0.055835
0.683742	0.053863
0.699632	0.051826
0.715515	0.049726
0.731392	0.047564
0.747262	0.045339
0.763124	0.043053
0.778980	0.040706
0.794828	0.038297
0.810668	0.035827
0.826500	0.033296
0.842325	0.030703
0.858141	0.028048
0.873949	0.025330
0.889749	0.022550
0.905539	0.019706
0.921321	0.016798
0.937093	0.013824
0.952856	0.010785
0.968609	0.007678
0.984351	0.004502
1.000084	0.001257

0.000000	0.000000
0.017899	-0.019538
0.034417	-0.025961
0.050674	-0.030200
0.066785	-0.033296
0.082796	-0.035653
0.098733	-0.037481
0.114612	-0.038906
0.130444	-0.040011
0.146238	-0.040854
0.162000	-0.041479
0.177734	-0.041919
0.193447	-0.042201
0.209141	-0.042347
0.224819	-0.042375
0.240484	-0.042299
0.256139	-0.042134
0.271786	-0.041891
0.287427	-0.041580
0.303063	-0.041209
0.318697	-0.040788
0.334329	-0.040322
0.349962	-0.039820
0.365596	-0.039287
0.381232	-0.038728
0.396872	-0.038148
0.412617	-0.037542
0.428391	-0.036890
0.444167	-0.036197
0.459947	-0.035466
0.475730	-0.034700
0.491517	-0.033902
0.507308	-0.033076
0.523103	-0.032224
0.538902	-0.031348
0.554707	-0.030451
0.570516	-0.029535
0.586331	-0.028602
0.602151	-0.027654
0.617976	-0.026692
0.633807	-0.025717
0.649645	-0.024732
0.665488	-0.023736
0.681337	-0.022732
0.697193	-0.021720
0.713056	-0.020701
0.728925	-0.019675
0.744802	-0.018644
0.760685	-0.017606
0.776576	-0.016563
0.792474	-0.015515
0.808380	-0.014461
0.824293	-0.013403
0.840215	-0.012338
0.856144	-0.011268
0.872082	-0.010191
0.888029	-0.009107
0.903985	-0.008016
0.919949	-0.006916
0.935923	-0.005807
0.951906	-0.004688
0.967899	-0.003557
0.983903	-0.002414
0.999916	-0.001257
